Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:14361, Triple Chromium Dioxide Ingot
gregtech:gt.metaitem.01:14362, Triple Knightmetal Ingot
gregtech:gt.metaitem.01:14363, Triple Tin Alloy Ingot
gregtech:gt.metaitem.01:14364, Triple Dark Steel Ingot
gregtech:gt.metaitem.01:14370, Triple Tungstencarbide Ingot
gregtech:gt.metaitem.01:14371, Triple Vanadiumsteel Ingot
gregtech:gt.metaitem.01:14372, Triple HSS-G Ingot
gregtech:gt.metaitem.01:14373, Triple HSS-E Ingot
gregtech:gt.metaitem.01:14374, Triple HSS-S Ingot
gregtech:gt.metaitem.01:14470, Triple Epoxid Ingot
gregtech:gt.metaitem.01:14472, Triple Polycaprolactam Ingot
gregtech:gt.metaitem.01:14473, Triple Polytetrafluoroethylene Ingot
gregtech:gt.metaitem.01:14489, Triple Vulcanite Ingot
gregtech:gt.metaitem.01:14490, Triple Infuscolium Ingot
gregtech:gt.metaitem.01:14521, Triple Force Ingot
gregtech:gt.metaitem.01:14770, Triple Endium Ingot
gregtech:gt.metaitem.01:14829, Triple Deep Iron Ingot
gregtech:gt.metaitem.01:14884, Triple Desh Ingot
gregtech:gt.metaitem.01:14950, Triple Ignatius Ingot
gregtech:gt.metaitem.01:14951, Triple Vyroxeres Ingot
gregtech:gt.metaitem.01:14952, Triple Ceruclase Ingot
gregtech:gt.metaitem.01:14953, Triple Kalendrite Ingot
gregtech:gt.metaitem.01:14954, Triple Inolashite Ingot
gregtech:gt.metaitem.01:14955, Triple Sanguinite Ingot
gregtech:gt.metaitem.01:14956, Triple Tartarite Ingot
gregtech:gt.metaitem.01:14957, Triple Hepatizon Ingot
gregtech:gt.metaitem.01:14958, Triple Angmallen Ingot
gregtech:gt.metaitem.01:14959, Triple Eximite Ingot
gregtech:gt.metaitem.01:14960, Triple Prometheum Ingot
gregtech:gt.metaitem.01:14961, Triple Oureclase Ingot
gregtech:gt.metaitem.01:14962, Triple Carmot Ingot
gregtech:gt.metaitem.01:14963, Triple Haderoth Ingot
gregtech:gt.metaitem.01:14964, Triple Celenegil Ingot
gregtech:gt.metaitem.01:14965, Triple Atlarus Ingot
gregtech:gt.metaitem.01:14966, Triple Orichalcum Ingot
gregtech:gt.metaitem.01:15006, Quadruple Lithium Ingot
gregtech:gt.metaitem.01:15008, Quadruple Beryllium Ingot
gregtech:gt.metaitem.01:15010, Quadruple Carbon Ingot
gregtech:gt.metaitem.01:15018, Quadruple Magnesium Ingot
gregtech:gt.metaitem.01:15019, Quadruple Aluminium Ingot
gregtech:gt.metaitem.01:15020, Quadruple Silicon Ingot
gregtech:gt.metaitem.01:15025, Quadruple Potassium Ingot
gregtech:gt.metaitem.01:15027, Quadruple Scandium Ingot
gregtech:gt.metaitem.01:15028, Quadruple Titanium Ingot
gregtech:gt.metaitem.01:15029, Quadruple Vanadium Ingot
gregtech:gt.metaitem.01:15030, Quadruple Chrome Ingot
gregtech:gt.metaitem.01:15031, Quadruple Manganese Ingot
gregtech:gt.metaitem.01:15032, Quadruple Iron Ingot
gregtech:gt.metaitem.01:15033, Quadruple Cobalt Ingot
gregtech:gt.metaitem.01:15034, Quadruple Nickel Ingot
gregtech:gt.metaitem.01:15035, Quadruple Copper Ingot
gregtech:gt.metaitem.01:15036, Quadruple Zinc Ingot
gregtech:gt.metaitem.01:15037, Quadruple Gallium Ingot
gregtech:gt.metaitem.01:15039, Quadruple Arsenic Ingot
gregtech:gt.metaitem.01:15043, Quadruple Rubidium Ingot
gregtech:gt.metaitem.01:15045, Quadruple Yttrium Ingot
gregtech:gt.metaitem.01:15047, Quadruple Niobium Ingot
gregtech:gt.metaitem.01:15048, Quadruple Molybdenum Ingot
gregtech:gt.metaitem.01:15052, Quadruple Palladium Ingot
gregtech:gt.metaitem.01:15054, Quadruple Silver Ingot
gregtech:gt.metaitem.01:15056, Quadruple Indium Ingot
gregtech:gt.metaitem.01:15057, Quadruple Tin Ingot
gregtech:gt.metaitem.01:15058, Quadruple Antimony Ingot
gregtech:gt.metaitem.01:15059, Quadruple Tellurium Ingot
gregtech:gt.metaitem.01:15062, Quadruple Caesium Ingot
gregtech:gt.metaitem.01:15064, Quadruple Lanthanum Ingot
gregtech:gt.metaitem.01:15065, Quadruple Cerium Ingot
gregtech:gt.metaitem.01:15066, Quadruple Praseodymium Ingot
gregtech:gt.metaitem.01:15067, Quadruple Neodymium Ingot
gregtech:gt.metaitem.01:15068, Quadruple Promethium Ingot
gregtech:gt.metaitem.01:15069, Quadruple Samarium Ingot
gregtech:gt.metaitem.01:15070, Quadruple Europium Ingot
gregtech:gt.metaitem.01:15071, Quadruple Gadolinium Ingot
gregtech:gt.metaitem.01:15072, Quadruple Terbium Ingot
gregtech:gt.metaitem.01:15073, Quadruple Dysprosium Ingot
gregtech:gt.metaitem.01:15074, Quadruple Holmium Ingot
gregtech:gt.metaitem.01:15075, Quadruple Erbium Ingot
gregtech:gt.metaitem.01:15076, Quadruple Thulium Ingot
gregtech:gt.metaitem.01:15077, Quadruple Ytterbium Ingot
gregtech:gt.metaitem.01:15078, Quadruple Lutetium Ingot
gregtech:gt.metaitem.01:15080, Quadruple Tantalum Ingot
gregtech:gt.metaitem.01:15081, Quadruple Tungsten Ingot
gregtech:gt.metaitem.01:15083, Quadruple Osmium Ingot
gregtech:gt.metaitem.01:15084, Quadruple Iridium Ingot
gregtech:gt.metaitem.01:15085, Quadruple Platinum Ingot
gregtech:gt.metaitem.01:15086, Quadruple Gold Ingot
gregtech:gt.metaitem.01:15089, Quadruple Lead Ingot
gregtech:gt.metaitem.01:15090, Quadruple Bismuth Ingot
gregtech:gt.metaitem.01:15096, Quadruple Thorium Ingot
gregtech:gt.metaitem.01:15097, Quadruple Uranium 235 Ingot
gregtech:gt.metaitem.01:15098, Quadruple Uranium 238 Ingot
gregtech:gt.metaitem.01:15100, Quadruple Plutonium 244 Ingot
gregtech:gt.metaitem.01:15101, Quadruple Plutonium 241 Ingot
gregtech:gt.metaitem.01:15103, Quadruple Americium Ingot
gregtech:gt.metaitem.01:15129, Quadruple Neutronium Ingot
gregtech:gt.metaitem.01:15300, Quadruple Bronze Ingot
gregtech:gt.metaitem.01:15301, Quadruple Brass Ingot
gregtech:gt.metaitem.01:15302, Quadruple Invar Ingot
gregtech:gt.metaitem.01:15303, Quadruple Electrum Ingot
gregtech:gt.metaitem.01:15304, Quadruple Wrought Iron Ingot
gregtech:gt.metaitem.01:15305, Quadruple Steel Ingot
gregtech:gt.metaitem.01:15306, Quadruple Stainless Steel Ingot
gregtech:gt.metaitem.01:15307, Quadruple Pig Iron Ingot
gregtech:gt.metaitem.01:15308, Quadruple Red Alloy Ingot
gregtech:gt.metaitem.01:15309, Quadruple Blue Alloy Ingot
gregtech:gt.metaitem.01:15310, Quadruple Cupronickel Ingot
gregtech:gt.metaitem.01:15311, Quadruple Nichrome Ingot
gregtech:gt.metaitem.01:15312, Quadruple Kanthal Ingot
gregtech:gt.metaitem.01:15313, Quadruple Magnalium Ingot
gregtech:gt.metaitem.01:15314, Quadruple Soldering Alloy Ingot
gregtech:gt.metaitem.01:15315, Quadruple Battery Alloy Ingot
gregtech:gt.metaitem.01:15316, Quadruple Tungstensteel Ingot
gregtech:gt.metaitem.01:15317, Quadruple Osmiridium Ingot
gregtech:gt.metaitem.01:15318, Quadruple Sunnarium Ingot
gregtech:gt.metaitem.01:15319, Quadruple Adamantium Ingot
gregtech:gt.metaitem.01:15320, Quadruple Fluxed Electrum Ingot
gregtech:gt.metaitem.01:15321, Quadruple Enderium Ingot
gregtech:gt.metaitem.01:15322, Quadruple HSLA Steel Ingot
gregtech:gt.metaitem.01:15323, Quadruple Infused Gold Ingot
gregtech:gt.metaitem.01:15324, Quadruple Naquadah Ingot
gregtech:gt.metaitem.01:15325, Quadruple Naquadah Alloy Ingot
gregtech:gt.metaitem.01:15326, Quadruple Enriched Naquadah Ingot
gregtech:gt.metaitem.01:15327, Quadruple Naquadria Ingot
gregtech:gt.metaitem.01:15328, Quadruple Duranium Ingot
gregtech:gt.metaitem.01:15329, Quadruple Tritanium Ingot
gregtech:gt.metaitem.01:15330, Quadruple Thaumium Ingot
gregtech:gt.metaitem.01:15331, Quadruple Mithril Ingot
gregtech:gt.metaitem.01:15332, Quadruple Midasium Ingot
gregtech:gt.metaitem.01:15333, Quadruple Astral Silver Ingot
gregtech:gt.metaitem.01:15334, Quadruple Black Steel Ingot
gregtech:gt.metaitem.01:15335, Quadruple Damascus Steel Ingot
gregtech:gt.metaitem.01:15336, Quadruple Shadowiron Ingot
gregtech:gt.metaitem.01:15337, Quadruple Shadowsteel Ingot
gregtech:gt.metaitem.01:15338, Quadruple Ironwood Ingot
gregtech:gt.metaitem.01:15339, Quadruple Steeleaf
gregtech:gt.metaitem.01:15340, Quadruple Meteoric Iron Ingot
gregtech:gt.metaitem.01:15341, Quadruple Meteoric Steel Ingot
gregtech:gt.metaitem.01:15342, Quadruple Dark Iron Ingot
gregtech:gt.metaitem.01:15343, Quadruple Cobalt Brass Ingot
gregtech:gt.metaitem.01:15344, Quadruple Ultimet Ingot
gregtech:gt.metaitem.01:15345, Quadruple Annealed Copper Ingot
gregtech:gt.metaitem.01:15346, Quadruple Fiery Steel Ingot
gregtech:gt.metaitem.01:15348, Quadruple Red Steel Ingot
gregtech:gt.metaitem.01:15349, Quadruple Blue Steel Ingot
gregtech:gt.metaitem.01:15350, Quadruple Sterling Silver Ingot
gregtech:gt.metaitem.01:15351, Quadruple Rose Gold Ingot
gregtech:gt.metaitem.01:15352, Quadruple Black Bronze Ingot
gregtech:gt.metaitem.01:15353, Quadruple Bismuth Bronze Ingot
gregtech:gt.metaitem.01:15354, Quadruple Magnetic Iron Ingot
gregtech:gt.metaitem.01:15355, Quadruple Magnetic Steel Ingot
gregtech:gt.metaitem.01:15356, Quadruple Magnetic Neodymium Ingot
gregtech:gt.metaitem.01:15357, Quadruple Vanadium-Gallium Ingot
gregtech:gt.metaitem.01:15358, Quadruple Yttrium Barium Cuprate Ingot
gregtech:gt.metaitem.01:15359, Quadruple Niobium Nitride Ingot
gregtech:gt.metaitem.01:15360, Quadruple Niobium-Titanium Ingot
gregtech:gt.metaitem.01:15361, Quadruple Chromium Dioxide Ingot
gregtech:gt.metaitem.01:15362, Quadruple Knightmetal Ingot
gregtech:gt.metaitem.01:15363, Quadruple Tin Alloy Ingot
gregtech:gt.metaitem.01:15364, Quadruple Dark Steel Ingot
gregtech:gt.metaitem.01:15370, Quadruple Tungstencarbide Ingot
gregtech:gt.metaitem.01:15371, Quadruple Vanadiumsteel Ingot
gregtech:gt.metaitem.01:15372, Quadruple HSS-G Ingot
gregtech:gt.metaitem.01:15373, Quadruple HSS-E Ingot
gregtech:gt.metaitem.01:15374, Quadruple HSS-S Ingot
gregtech:gt.metaitem.01:15470, Quadruple Epoxid Ingot
gregtech:gt.metaitem.01:15472, Quadruple Polycaprolactam Ingot
gregtech:gt.metaitem.01:15473, Quadruple Polytetrafluoroethylene Ingot
gregtech:gt.metaitem.01:15489, Quadruple Vulcanite Ingot
gregtech:gt.metaitem.01:15490, Quadruple Infuscolium Ingot
gregtech:gt.metaitem.01:15521, Quadruple Force Ingot
gregtech:gt.metaitem.01:15770, Quadruple Endium Ingot
gregtech:gt.metaitem.01:15829, Quadruple Deep Iron Ingot
gregtech:gt.metaitem.01:15884, Quadruple Desh Ingot
gregtech:gt.metaitem.01:15950, Quadruple Ignatius Ingot
gregtech:gt.metaitem.01:15951, Quadruple Vyroxeres Ingot
gregtech:gt.metaitem.01:15952, Quadruple Ceruclase Ingot
gregtech:gt.metaitem.01:15953, Quadruple Kalendrite Ingot
gregtech:gt.metaitem.01:15954, Quadruple Inolashite Ingot
gregtech:gt.metaitem.01:15955, Quadruple Sanguinite Ingot
gregtech:gt.metaitem.01:15956, Quadruple Tartarite Ingot
gregtech:gt.metaitem.01:15957, Quadruple Hepatizon Ingot
gregtech:gt.metaitem.01:15958, Quadruple Angmallen Ingot
gregtech:gt.metaitem.01:15959, Quadruple Eximite Ingot
gregtech:gt.metaitem.01:15960, Quadruple Prometheum Ingot
gregtech:gt.metaitem.01:15961, Quadruple Oureclase Ingot
gregtech:gt.metaitem.01:15962, Quadruple Carmot Ingot
gregtech:gt.metaitem.01:15963, Quadruple Haderoth Ingot
gregtech:gt.metaitem.01:15964, Quadruple Celenegil Ingot
gregtech:gt.metaitem.01:15965, Quadruple Atlarus Ingot
gregtech:gt.metaitem.01:15966, Quadruple Orichalcum Ingot
gregtech:gt.metaitem.01:16006, Quintuple Lithium Ingot
gregtech:gt.metaitem.01:16008, Quintuple Beryllium Ingot
gregtech:gt.metaitem.01:16010, Quintuple Carbon Ingot
gregtech:gt.metaitem.01:16018, Quintuple Magnesium Ingot
gregtech:gt.metaitem.01:16019, Quintuple Aluminium Ingot
gregtech:gt.metaitem.01:16020, Quintuple Silicon Ingot
gregtech:gt.metaitem.01:16025, Quintuple Potassium Ingot
gregtech:gt.metaitem.01:16027, Quintuple Scandium Ingot
gregtech:gt.metaitem.01:16028, Quintuple Titanium Ingot
gregtech:gt.metaitem.01:16029, Quintuple Vanadium Ingot
gregtech:gt.metaitem.01:16030, Quintuple Chrome Ingot
gregtech:gt.metaitem.01:16031, Quintuple Manganese Ingot
gregtech:gt.metaitem.01:16032, Quintuple Iron Ingot
gregtech:gt.metaitem.01:16033, Quintuple Cobalt Ingot
gregtech:gt.metaitem.01:16034, Quintuple Nickel Ingot
gregtech:gt.metaitem.01:16035, Quintuple Copper Ingot
gregtech:gt.metaitem.01:16036, Quintuple Zinc Ingot
gregtech:gt.metaitem.01:16037, Quintuple Gallium Ingot
gregtech:gt.metaitem.01:16039, Quintuple Arsenic Ingot
gregtech:gt.metaitem.01:16043, Quintuple Rubidium Ingot
gregtech:gt.metaitem.01:16045, Quintuple Yttrium Ingot
gregtech:gt.metaitem.01:16047, Quintuple Niobium Ingot
gregtech:gt.metaitem.01:16048, Quintuple Molybdenum Ingot
gregtech:gt.metaitem.01:16052, Quintuple Palladium Ingot
gregtech:gt.metaitem.01:16054, Quintuple Silver Ingot
gregtech:gt.metaitem.01:16056, Quintuple Indium Ingot
gregtech:gt.metaitem.01:16057, Quintuple Tin Ingot
gregtech:gt.metaitem.01:16058, Quintuple Antimony Ingot
gregtech:gt.metaitem.01:16059, Quintuple Tellurium Ingot
gregtech:gt.metaitem.01:16062, Quintuple Caesium Ingot
gregtech:gt.metaitem.01:16064, Quintuple Lanthanum Ingot
gregtech:gt.metaitem.01:16065, Quintuple Cerium Ingot
gregtech:gt.metaitem.01:16066, Quintuple Praseodymium Ingot
gregtech:gt.metaitem.01:16067, Quintuple Neodymium Ingot
gregtech:gt.metaitem.01:16068, Quintuple Promethium Ingot
gregtech:gt.metaitem.01:16069, Quintuple Samarium Ingot
gregtech:gt.metaitem.01:16070, Quintuple Europium Ingot
gregtech:gt.metaitem.01:16071, Quintuple Gadolinium Ingot
gregtech:gt.metaitem.01:16072, Quintuple Terbium Ingot
gregtech:gt.metaitem.01:16073, Quintuple Dysprosium Ingot
gregtech:gt.metaitem.01:16074, Quintuple Holmium Ingot
gregtech:gt.metaitem.01:16075, Quintuple Erbium Ingot
gregtech:gt.metaitem.01:16076, Quintuple Thulium Ingot
gregtech:gt.metaitem.01:16077, Quintuple Ytterbium Ingot
gregtech:gt.metaitem.01:16078, Quintuple Lutetium Ingot
gregtech:gt.metaitem.01:16080, Quintuple Tantalum Ingot
gregtech:gt.metaitem.01:16081, Quintuple Tungsten Ingot
gregtech:gt.metaitem.01:16083, Quintuple Osmium Ingot
gregtech:gt.metaitem.01:16084, Quintuple Iridium Ingot
gregtech:gt.metaitem.01:16085, Quintuple Platinum Ingot
gregtech:gt.metaitem.01:16086, Quintuple Gold Ingot
gregtech:gt.metaitem.01:16089, Quintuple Lead Ingot
gregtech:gt.metaitem.01:16090, Quintuple Bismuth Ingot
gregtech:gt.metaitem.01:16096, Quintuple Thorium Ingot
gregtech:gt.metaitem.01:16097, Quintuple Uranium 235 Ingot
gregtech:gt.metaitem.01:16098, Quintuple Uranium 238 Ingot
gregtech:gt.metaitem.01:16100, Quintuple Plutonium 244 Ingot
gregtech:gt.metaitem.01:16101, Quintuple Plutonium 241 Ingot
gregtech:gt.metaitem.01:16103, Quintuple Americium Ingot
gregtech:gt.metaitem.01:16129, Quintuple Neutronium Ingot
gregtech:gt.metaitem.01:16300, Quintuple Bronze Ingot
gregtech:gt.metaitem.01:16301, Quintuple Brass Ingot
gregtech:gt.metaitem.01:16302, Quintuple Invar Ingot
gregtech:gt.metaitem.01:16303, Quintuple Electrum Ingot
gregtech:gt.metaitem.01:16304, Quintuple Wrought Iron Ingot
gregtech:gt.metaitem.01:16305, Quintuple Steel Ingot
gregtech:gt.metaitem.01:16306, Quintuple Stainless Steel Ingot
gregtech:gt.metaitem.01:16307, Quintuple Pig Iron Ingot
gregtech:gt.metaitem.01:16308, Quintuple Red Alloy Ingot
gregtech:gt.metaitem.01:16309, Quintuple Blue Alloy Ingot
gregtech:gt.metaitem.01:16310, Quintuple Cupronickel Ingot
gregtech:gt.metaitem.01:16311, Quintuple Nichrome Ingot
gregtech:gt.metaitem.01:16312, Quintuple Kanthal Ingot
gregtech:gt.metaitem.01:16313, Quintuple Magnalium Ingot
gregtech:gt.metaitem.01:16314, Quintuple Soldering Alloy Ingot
gregtech:gt.metaitem.01:16315, Quintuple Battery Alloy Ingot
gregtech:gt.metaitem.01:16316, Quintuple Tungstensteel Ingot
gregtech:gt.metaitem.01:16317, Quintuple Osmiridium Ingot
gregtech:gt.metaitem.01:16318, Quintuple Sunnarium Ingot
gregtech:gt.metaitem.01:16319, Quintuple Adamantium Ingot
gregtech:gt.metaitem.01:16320, Quintuple Fluxed Electrum Ingot
gregtech:gt.metaitem.01:16321, Quintuple Enderium Ingot
gregtech:gt.metaitem.01:16322, Quintuple HSLA Steel Ingot
gregtech:gt.metaitem.01:16323, Quintuple Infused Gold Ingot
gregtech:gt.metaitem.01:16324, Quintuple Naquadah Ingot
gregtech:gt.metaitem.01:16325, Quintuple Naquadah Alloy Ingot
gregtech:gt.metaitem.01:16326, Quintuple Enriched Naquadah Ingot
gregtech:gt.metaitem.01:16327, Quintuple Naquadria Ingot
gregtech:gt.metaitem.01:16328, Quintuple Duranium Ingot
gregtech:gt.metaitem.01:16329, Quintuple Tritanium Ingot
gregtech:gt.metaitem.01:16330, Quintuple Thaumium Ingot
gregtech:gt.metaitem.01:16331, Quintuple Mithril Ingot
gregtech:gt.metaitem.01:16332, Quintuple Midasium Ingot
gregtech:gt.metaitem.01:16333, Quintuple Astral Silver Ingot
gregtech:gt.metaitem.01:16334, Quintuple Black Steel Ingot
gregtech:gt.metaitem.01:16335, Quintuple Damascus Steel Ingot
gregtech:gt.metaitem.01:16336, Quintuple Shadowiron Ingot
gregtech:gt.metaitem.01:16337, Quintuple Shadowsteel Ingot
gregtech:gt.metaitem.01:16338, Quintuple Ironwood Ingot
gregtech:gt.metaitem.01:16339, Quintuple Steeleaf
gregtech:gt.metaitem.01:16340, Quintuple Meteoric Iron Ingot
gregtech:gt.metaitem.01:16341, Quintuple Meteoric Steel Ingot
gregtech:gt.metaitem.01:16342, Quintuple Dark Iron Ingot
gregtech:gt.metaitem.01:16343, Quintuple Cobalt Brass Ingot
gregtech:gt.metaitem.01:16344, Quintuple Ultimet Ingot
gregtech:gt.metaitem.01:16345, Quintuple Annealed Copper Ingot
gregtech:gt.metaitem.01:16346, Quintuple Fiery Steel Ingot
gregtech:gt.metaitem.01:16348, Quintuple Red Steel Ingot
gregtech:gt.metaitem.01:16349, Quintuple Blue Steel Ingot
gregtech:gt.metaitem.01:16350, Quintuple Sterling Silver Ingot
gregtech:gt.metaitem.01:16351, Quintuple Rose Gold Ingot
gregtech:gt.metaitem.01:16352, Quintuple Black Bronze Ingot
gregtech:gt.metaitem.01:16353, Quintuple Bismuth Bronze Ingot
gregtech:gt.metaitem.01:16354, Quintuple Magnetic Iron Ingot
gregtech:gt.metaitem.01:16355, Quintuple Magnetic Steel Ingot
gregtech:gt.metaitem.01:16356, Quintuple Magnetic Neodymium Ingot
gregtech:gt.metaitem.01:16357, Quintuple Vanadium-Gallium Ingot
gregtech:gt.metaitem.01:16358, Quintuple Yttrium Barium Cuprate Ingot
gregtech:gt.metaitem.01:16359, Quintuple Niobium Nitride Ingot
gregtech:gt.metaitem.01:16360, Quintuple Niobium-Titanium Ingot
gregtech:gt.metaitem.01:16361, Quintuple Chromium Dioxide Ingot
gregtech:gt.metaitem.01:16362, Quintuple Knightmetal Ingot
gregtech:gt.metaitem.01:16363, Quintuple Tin Alloy Ingot
gregtech:gt.metaitem.01:16364, Quintuple Dark Steel Ingot
gregtech:gt.metaitem.01:16370, Quintuple Tungstencarbide Ingot
gregtech:gt.metaitem.01:16371, Quintuple Vanadiumsteel Ingot
gregtech:gt.metaitem.01:16372, Quintuple HSS-G Ingot
gregtech:gt.metaitem.01:16373, Quintuple HSS-E Ingot
gregtech:gt.metaitem.01:16374, Quintuple HSS-S Ingot
gregtech:gt.metaitem.01:16470, Quintuple Epoxid Ingot
gregtech:gt.metaitem.01:16472, Quintuple Polycaprolactam Ingot
gregtech:gt.metaitem.01:16473, Quintuple Polytetrafluoroethylene Ingot
gregtech:gt.metaitem.01:16489, Quintuple Vulcanite Ingot
gregtech:gt.metaitem.01:16490, Quintuple Infuscolium Ingot
gregtech:gt.metaitem.01:16521, Quintuple Force Ingot
gregtech:gt.metaitem.01:16770, Quintuple Endium Ingot
gregtech:gt.metaitem.01:16829, Quintuple Deep Iron Ingot
gregtech:gt.metaitem.01:16884, Quintuple Desh Ingot
gregtech:gt.metaitem.01:16950, Quintuple Ignatius Ingot
gregtech:gt.metaitem.01:16951, Quintuple Vyroxeres Ingot
gregtech:gt.metaitem.01:16952, Quintuple Ceruclase Ingot
gregtech:gt.metaitem.01:16953, Quintuple Kalendrite Ingot
gregtech:gt.metaitem.01:16954, Quintuple Inolashite Ingot
gregtech:gt.metaitem.01:16955, Quintuple Sanguinite Ingot
gregtech:gt.metaitem.01:16956, Quintuple Tartarite Ingot
gregtech:gt.metaitem.01:16957, Quintuple Hepatizon Ingot
gregtech:gt.metaitem.01:16958, Quintuple Angmallen Ingot
gregtech:gt.metaitem.01:16959, Quintuple Eximite Ingot
gregtech:gt.metaitem.01:16960, Quintuple Prometheum Ingot
gregtech:gt.metaitem.01:16961, Quintuple Oureclase Ingot
gregtech:gt.metaitem.01:16962, Quintuple Carmot Ingot
gregtech:gt.metaitem.01:16963, Quintuple Haderoth Ingot
gregtech:gt.metaitem.01:16964, Quintuple Celenegil Ingot
gregtech:gt.metaitem.01:16965, Quintuple Atlarus Ingot
gregtech:gt.metaitem.01:16966, Quintuple Orichalcum Ingot
gregtech:gt.metaitem.01:17006, Lithium Plate
gregtech:gt.metaitem.01:17008, Beryllium Plate
gregtech:gt.metaitem.01:17010, Carbon Plate
gregtech:gt.metaitem.01:17018, Magnesium Plate
gregtech:gt.metaitem.01:17019, Aluminium Plate
gregtech:gt.metaitem.01:17020, Silicon Plate
gregtech:gt.metaitem.01:17025, Potassium Plate
gregtech:gt.metaitem.01:17027, Scandium Plate
gregtech:gt.metaitem.01:17028, Titanium Plate
gregtech:gt.metaitem.01:17029, Vanadium Plate
gregtech:gt.metaitem.01:17030, Chrome Plate
gregtech:gt.metaitem.01:17031, Manganese Plate
gregtech:gt.metaitem.01:17032, Iron Plate
gregtech:gt.metaitem.01:17033, Cobalt Plate
gregtech:gt.metaitem.01:17034, Nickel Plate
gregtech:gt.metaitem.01:17035, Copper Plate
gregtech:gt.metaitem.01:17036, Zinc Plate
gregtech:gt.metaitem.01:17037, Gallium Plate
gregtech:gt.metaitem.01:17039, Arsenic Plate
gregtech:gt.metaitem.01:17043, Rubidium Plate
gregtech:gt.metaitem.01:17045, Yttrium Plate
gregtech:gt.metaitem.01:17047, Niobium Plate
gregtech:gt.metaitem.01:17048, Molybdenum Plate
gregtech:gt.metaitem.01:17052, Palladium Plate
gregtech:gt.metaitem.01:17054, Silver Plate
gregtech:gt.metaitem.01:17056, Indium Plate
gregtech:gt.metaitem.01:17057, Tin Plate
gregtech:gt.metaitem.01:17058, Antimony Plate
gregtech:gt.metaitem.01:17059, Tellurium Plate
gregtech:gt.metaitem.01:17062, Caesium Plate
